tcid,year,month_mean,day_mean,hour_mean,latitude_mean,longitude_mean,windspeed_mean,sealevelpressure_mean,distance_mean,angle_mean,radius_oci_mean,radius_34mean_mean,radius_34quadrant_mean,category,coreid,linext,density,calc,region,rz,site,spp,linext.log,linext.anom,linext.roll,density.log,density.anom,density.roll,calc.log,calc.anom,calc.roll
NA,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4415,1.2871,0.5746,y,ir,yircr,s,-0.817577259,0.789261263,-0.989786958,0.252391626,-0.505122345,0.257510647,-0.554081132,0.683459344,-0.722370898
NA,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3238,1.3242,0.4336,y,ir,yircr,s,-1.127629238,-0.31996216,-1.009479228,0.280808504,-0.198838225,0.278754435,-0.835632829,-0.379865059,-0.720851304
NA,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3385,1.354,0.4617,y,ir,yircr,s,-1.083231187,-0.161126347,-1.161751898,0.303063174,0.041028109,0.306900331,-0.772839949,-0.142717843,-0.847048996
NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2796,1.4005,0.3935,y,ir,yircr,s,-1.274395269,-0.845023537,-1.167881622,0.336829316,0.40496791,0.315865918,-0.932674211,-0.746357149,-0.84589785
NA,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3179,1.3603,0.4351,y,ir,yircr,s,-1.146018411,-0.385750167,-1.170849001,0.307705264,0.091061691,0.32140797,-0.832179389,-0.366822599,-0.844025995
NA,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3355,1.3767,0.4643,y,ir,yircr,s,-1.092133323,-0.192974096,-1.125029712,0.319689331,0.220228927,0.31214074,-0.767224384,-0.121509774,-0.805509378
NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3208,1.3621,0.4417,y,ir,yircr,s,-1.136937403,-0.353262495,-1.101159442,0.309027626,0.105314444,0.311134543,-0.81712436,-0.309964907,-0.782997309
NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3415,1.3562,0.4655,y,ir,yircr,s,-1.0744076,-0.12955961,-1.107073495,0.304686671,0.058526558,0.304976461,-0.764643182,-0.111761458,-0.794389436
NA,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3296,1.3515,0.4487,y,ir,yircr,s,-1.109875481,-0.256447381,-1.107073495,0.301215087,0.021108963,0.308990083,-0.801400766,-0.250582272,-0.793786254
NA,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3208,1.3786,0.4425,y,ir,yircr,s,-1.136937403,-0.353262495,-1.082252334,0.321068491,0.235093858,0.318297071,-0.815314815,-0.303130872,-0.759325524
NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3679,1.3946,0.5162,y,ir,yircr,s,-0.999944117,0.136836495,-1.042991322,0.332607636,0.359465602,0.321512491,-0.661260992,0.278677695,-0.715791528
NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3708,1.3646,0.5113,y,ir,yircr,s,-0.992092445,0.164926166,-1.030950425,0.310861345,0.125078719,0.335063722,-0.670798777,0.242656745,-0.688329273
NA,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3326,1.4358,0.4805,y,ir,yircr,s,-1.100814712,-0.224032117,-1.061580821,0.361722185,0.673269398,0.347888071,-0.732928051,0.00801574,-0.706236901
NA,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3356,1.4493,0.4892,y,ir,yircr,s,-1.091835304,-0.191907924,-1.166341585,0.371080681,0.774137577,0.373051037,-0.714983875,0.07578475,-0.787651146
NA,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2708,1.4716,0.4005,y,ir,yircr,s,-1.306374738,-0.959431375,-1.098641463,0.386350244,0.938716695,0.35648803,-0.915041512,-0.679764481,-0.737747503
NA,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4075,1.3662,0.5581,y,ir,yircr,s,-0.897714346,0.50256761,-1.104654855,0.312033163,0.137708862,0.315471558,-0.583217121,0.573422686,-0.782608578
NA,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3296,1.2815,0.4276,y,ir,yircr,s,-1.109875481,-0.256447381,-1.117324928,0.248031267,-0.552119368,0.27488566,-0.8495671,-0.432490031,-0.834172517
NA,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2607,1.3029,0.3431,y,ir,yircr,s,-1.344384958,-1.095414466,-1.161893826,0.264592549,-0.373617781,0.282197641,-1.069733329,-1.263982533,-0.869485196
NA,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3565,1.3965,0.502,y,ir,yircr,s,-1.031421039,0.02422654,-1.183838445,0.333969106,0.374139868,0.292972318,-0.689155159,0.173330971,-0.885043842
NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3086,1.3236,0.4081,y,ir,yircr,s,-1.175709339,-0.491970656,-0.956712134,0.280355297,-0.203722996,0.306803689,-0.896243037,-0.608769071,-0.649315834
NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.5153,1.3581,0.6959,y,ir,yircr,s,-0.663006024,1.342246073,-0.912143236,0.306086664,0.073616026,0.3127651,-0.362549307,1.406809501,-0.598711024
NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4075,1.4217,0.5843,y,ir,yircr,s,-0.897714346,0.50256761,-0.800479972,0.351853339,0.566900535,0.329560522,-0.537340729,0.746682117,-0.470238553
NA,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4314,1.392,0.6,y,ir,yircr,s,-0.840719545,0.706468804,-0.881179145,0.330741562,0.339352597,0.339427038,-0.510825624,0.846820597,-0.539462729
NA,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4045,1.3989,0.5654,y,ir,yircr,s,-0.905103542,0.476132464,-0.901412915,0.335686214,0.392647272,0.328124095,-0.570221834,0.622501439,-0.571284136
NA,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3835,1.3743,0.5311,y,ir,yircr,s,-0.958415658,0.285406226,-0.959416668,0.317944511,0.201422821,0.341892308,-0.632804952,0.386146421,-0.610128742
NA,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3625,1.4507,0.534,y,ir,yircr,s,-1.014730805,0.083936525,-1.021660589,0.372046199,0.784544161,0.374292138,-0.62735944,0.406712254,-0.638993214
NA,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3356,1.5417,0.5185,y,ir,yircr,s,-1.091835304,-0.191907924,-1.01401322,0.432885704,1.440287357,0.36859232,-0.656815251,0.295467735,-0.638366176
NA,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3924,1.351,0.5321,y,ir,yircr,s,-0.935473551,0.367482536,-0.972643947,0.300845059,0.017120713,0.333668675,-0.630923837,0.393250745,-0.638803417
NA,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4104,1.3064,0.5333,y,ir,yircr,s,-0.890622985,0.52793724,-0.9081006,0.267275263,-0.344702834,0.259271275,-0.628671161,0.401758331,-0.648390305
NA,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4073,1.2333,0.5038,y,ir,yircr,s,-0.898205264,0.500811331,-0.900541697,0.209693504,-0.965333239,0.234595188,-0.685575915,0.186848551,-0.664497117
NA,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4014,1.2546,0.507,y,ir,yircr,s,-0.912796843,0.448609373,-0.886311167,0.226816797,-0.780774161,0.226642319,-0.679244275,0.210760987,-0.653069533
NA,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4283,1.2756,0.5519,y,ir,yircr,s,-0.847931394,0.680668123,-0.855830715,0.243416656,-0.601856781,0.247058734,-0.594388409,0.531232556,-0.599913722
NA,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4463,1.3112,0.5909,y,ir,yircr,s,-0.806763907,0.827946463,-0.871123917,0.270942748,-0.305173767,0.252853233,-0.526108481,0.789102477,-0.606822432
NA,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3834,1.2766,0.4966,y,ir,yircr,s,-0.958676448,0.284473238,-0.932380646,0.244200294,-0.59341054,0.259040872,-0.699970406,0.132485485,-0.665441039
NA,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3564,1.2995,0.4629,y,ir,yircr,s,-1.031701583,0.023222881,-0.960414904,0.261979575,-0.401781061,0.257614191,-0.770244231,-0.132914702,-0.696641833
NA,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4103,1.3056,0.5381,y,ir,yircr,s,-0.89086668,0.527065413,-0.905325955,0.266662705,-0.351305129,0.254386963,-0.619710862,0.435598314,-0.65321549
NA,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4523,1.2643,0.5657,y,ir,yircr,s,-0.793409602,0.875722026,-0.881071196,0.234518609,-0.697762125,0.251320445,-0.569691377,0.624504794,-0.625588725
NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3833,1.2876,0.5029,y,ir,yircr,s,-0.958937307,0.283540008,-0.873759023,0.25278002,-0.50093613,0.233410072,-0.687363936,0.180095809,-0.63654551
NA,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4194,1.2373,0.5207,y,ir,yircr,s,-0.868930161,0.605544192,-0.906244716,0.212931586,-0.930432385,0.250972855,-0.652581219,0.311458227,-0.644174427
NA,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4103,1.3327,0.5529,y,ir,yircr,s,-0.89086668,0.527065413,-0.873945386,0.28720696,-0.129874087,0.245938656,-0.592578126,0.538069375,-0.622181386
NA,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4223,1.2683,0.5372,y,ir,yircr,s,-0.862039317,0.630196462,-0.833714381,0.237677421,-0.663715672,0.263568069,-0.621384814,0.429276371,-0.561268861
NA,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4732,1.3045,0.6251,y,ir,yircr,s,-0.748237147,1.037328302,-0.856317637,0.265819826,-0.360389893,0.261888046,-0.469843642,1.001595517,-0.58930397
NA,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3834,1.326,0.5083,y,ir,yircr,s,-0.958676448,0.284473238,-0.930048261,0.282166892,-0.184197181,0.28163368,-0.676683455,0.220432331,-0.643272609
NA,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3385,1.3457,0.4569,y,ir,yircr,s,-1.083231187,-0.161126347,-1.018971447,0.296914324,-0.025245721,0.307556973,-0.78329073,-0.182186866,-0.706497728
NA,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3624,1.41,0.5171,y,ir,yircr,s,-1.015006705,0.082949481,-1.104536247,0.343589704,0.477833047,0.32939959,-0.659519,0.285256603,-0.772253207
NA,1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2966,1.4158,0.4173,y,ir,yircr,s,-1.215370849,-0.633861304,-1.18790001,0.347694742,0.522078159,0.342752186,-0.873949891,-0.524575491,-0.842303561
NA,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2636,1.4007,0.3703,y,ir,yircr,s,-1.333322476,-1.055837993,-1.179722985,0.336972112,0.406507,0.344167616,-0.993441791,-0.975855502,-0.827119355
NA,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3714,1.416,0.5412,y,ir,yircr,s,-0.99047563,0.170710387,-1.122262164,0.347835995,0.523600617,0.333911133,-0.613966383,0.457293248,-0.774949349
NA,1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3524,1.3729,0.488,y,ir,yircr,s,-1.042988385,-0.017156105,-1.105613614,0.316925291,0.19043742,0.316521406,-0.717439873,0.066509286,-0.77521951
NA,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2771,1.3295,0.37,y,ir,yircr,s,-1.283376827,-0.877155424,-1.123117866,0.284802932,-0.155785293,0.297410437,-0.994252273,-0.978916417,-0.819061936
NA,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3524,1.3371,0.4745,y,ir,yircr,s,-1.042988385,-0.017156105,-1.159248522,0.29050309,-0.094347584,0.295511236,-0.745493661,-0.03944027,-0.857385061
NA,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3162,1.3651,0.435,y,ir,yircr,s,-1.151380354,-0.404932734,-1.174005635,0.311227686,0.129027229,0.317603364,-0.832409248,-0.367690697,-0.847794628
NA,1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2651,1.4206,0.3808,y,ir,yircr,s,-1.327648166,-1.035537918,-1.174005635,0.351079318,0.558557945,0.345174788,-0.965480976,-0.870257073,-0.821919866
NA,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3524,1.4524,0.5128,y,ir,yircr,s,-1.042988385,-0.017156105,-1.236682442,0.373217361,0.797167234,0.346417798,-0.667869373,0.253720099,-0.887416675
NA,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.262,1.3702,0.3574,y,ir,yircr,s,-1.339410775,-1.077619127,-1.165408872,0.314956715,0.169219619,0.337717311,-1.028899676,-1.1097678,-0.827490071
NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3283,1.384,0.4558,y,ir,yircr,s,-1.113827454,-0.270585725,-1.195273679,0.324977857,0.277229966,0.306208784,-0.785701162,-0.191290242,-0.890010561
NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3222,1.3214,0.4251,y,ir,yircr,s,-1.132582808,-0.337683758,-1.110965457,0.278691781,-0.221652787,0.298555795,-0.855430844,-0.454635385,-0.810189949
NA,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3374,1.3391,0.4541,y,ir,yircr,s,-1.086486109,-0.172770962,-1.101851675,0.291997747,-0.078237803,0.268191725,-0.789437841,-0.205402398,-0.832337199
NA,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3374,1.2635,0.4265,y,ir,yircr,s,-1.086486109,-0.172770962,-1.049936483,0.233885648,-0.70458434,0.269425502,-0.852142912,-0.442217993,-0.781054471
NA,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3765,1.3263,0.4958,y,ir,yircr,s,-0.97683723200000006,0.219502306,-0.985299182,0.282393111,-0.18175894,0.271212949,-0.701582659,0.126396556,-0.714591598
NA,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4096,1.3463,0.5543,y,ir,yircr,s,-0.892574205,0.520956671,-0.87488227,0.297360089,-0.020441153,0.294985295,-0.590049223,0.547620177,-0.577281242
NA,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4699,1.3569,0.6439,y,ir,yircr,s,-0.755235373,1.012291867,-0.854200478,0.305202686,0.064088294,0.286792749,-0.440211844,1.113504676,-0.561524075
NA,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4006,1.2941,0.5198,y,ir,yircr,s,-0.914791856,0.441472133,-0.887733002,0.257815473,-0.446662782,0.264153941,-0.654311157,0.304924843,-0.619078215
NA,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3704,1.2579,0.4664,y,ir,yircr,s,-0.993171776,0.161064816,-0.966955155,0.229443664,-0.752461139,0.241645519,-0.762711644,-0.104466699,-0.72380243
NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3705,1.2683,0.4703,y,ir,yircr,s,-0.992901834,0.162030544,-0.982366745,0.237677421,-0.663715672,0.253487372,-0.75438449,-0.073017888,-0.726442071
NA,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3825,1.3409,0.5157,y,ir,yircr,s,-0.961026626,0.276065384,-0.993344686,0.29334103,-0.063759559,0.288424649,-0.662230078,0.275017788,-0.70020127
NA,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3584,1.3969,0.5046,y,ir,yircr,s,-1.026105598,0.043242744,-0.990656499,0.334255496,0.377226643,0.318726863,-0.683989243,0.192840869,-0.665563409
NA,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3735,1.389,0.5218,y,ir,yircr,s,-0.984837274,0.190881831,-0.998325752,0.328584064,0.31609855,0.329825962,-0.650470906,0.319428155,-0.663437182
NA,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3738,1.3863,0.519,y,ir,yircr,s,-0.984034384,0.193754204,-1.02403152,0.326638328,0.295126925,0.330255208,-0.655851396,0.299107888,-0.689035377
NA,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3318,1.3987,0.4673,y,ir,yircr,s,-1.103222901,-0.23264751,-1.005291222,0.335543234,0.391106202,0.332360378,-0.760783829,-0.097186003000000007,-0.669858382
NA,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3951,1.3978,0.5527,y,ir,yircr,s,-0.928616382,0.392014336,-1.080163226,0.334899572,0.384168656,0.327833395,-0.59293992,0.536703001,-0.751134405
NA,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2986,1.3676,0.4067,y,ir,yircr,s,-1.208650394,-0.609818604,-1.083190797,0.313057379,0.148748109,0.329094085,-0.899679466,-0.621747289,-0.756237829
NA,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3288,1.404,0.4602,y,ir,yircr,s,-1.112305616,-0.265141286,-1.112355692,0.339325306,0.431870304,0.319637015,-0.776094101,-0.155007661,-0.794204692
NA,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.362,1.3587,0.4932,y,ir,yircr,s,-1.016111067,0.07899858,-1.05666241,0.30652836,0.078376736,0.306614137,-0.706840508,0.106539462,-0.749479151
NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3529,1.3152,0.4651,y,ir,yircr,s,-1.041570548,-0.012083738,-1.062904598,0.273988745,-0.272343261,0.283234732,-0.765502843,-0.115008102,-0.77860149
NA,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3227,1.3089,0.4217,y,ir,yircr,s,-1.13103218,-0.332136322,-1.091941876,0.26918709,-0.324096689,0.267486144,-0.863461118,-0.484962984,-0.823614398
NA,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3318,1.296,0.4309,y,ir,yircr,s,-1.103222901,-0.23264751,-1.131191082,0.259282598,-0.430849746,0.253748896,-0.841879234,-0.403455595,-0.875296714
NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3137,1.2621,0.3983,y,ir,yircr,s,-1.159318164,-0.433330567,-1.092699933,0.232777,-0.716533617,0.274195207,-0.920549789,-0.700567355,-0.815670991
NA,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3622,1.3917,0.5043,y,ir,yircr,s,-1.015558734,0.080974576,-1.055117509,0.330526021,0.337029449,0.291998243,-0.68458395,0.190594864,-0.763371452
NA,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3714,1.3671,0.5041,y,ir,yircr,s,-0.99047563,0.170710387,-1.001721125,0.312691708,0.144806818,0.323765902,-0.684980618,0.189096785,-0.681165843
NA,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3682,1.3883,0.5097,y,ir,yircr,s,-0.99912901,0.139752572,-1.027942194,0.328079977,0.310665379,0.305755471,-0.673932962,0.230820002,-0.726025867
NA,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3348,1.3185,0.4408,y,ir,yircr,s,-1.09422194,-0.20044621,-1.033553694,0.276494727,-0.245333175,0.306267111,-0.819164021,-0.317668008,-0.731694371
NA,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3652,1.3692,0.4956,y,ir,yircr,s,-1.00731013,0.110484286,-1.110502226,0.314226628,0.161350562,0.320577678,-0.701986129,0.124872788,-0.792272087
NA,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2923,1.4492,0.425,y,ir,yircr,s,-1.229974607,-0.686106834,-1.159307175,0.37101168,0.773393865,0.348986831,-0.85566611,-0.455523906,-0.813019523
NA,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2892,1.4358,0.4142,y,ir,yircr,s,-1.240636789,-0.724251218,-1.194609946,0.361722185,0.673269398,0.354683325,-0.88140633,-0.552735908,-0.841144001
NA,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3285,1.3928,0.4555,y,ir,yircr,s,-1.113218441,-0.268406955,-1.171270383,0.331316109,0.345545213,0.330306064,-0.786359562,-0.193776794,-0.842637538
NA,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3135,1.347,0.4231,y,ir,yircr,s,-1.159955919,-0.435612162,-1.119393215,0.297879897,-0.01483853,0.290923147,-0.860146721,-0.472445641,-0.828457706
NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3379,1.2758,0.4322,y,ir,yircr,s,-1.085005285,-0.167473256,-1.089519596,0.243573433,-0.600167003,0.258551836,-0.838866835,-0.392078793,-0.828165116
NA,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3593,1.2639,0.4559,y,ir,yircr,s,-1.023597585,0.052215262,-1.025044939,0.234202179,-0.701172692,0.237088485,-0.785481792,-0.190461755,-0.787218901
NA,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3804,1.263,0.4784,y,ir,yircr,s,-0.966531948,0.256369872,-1.007557741,0.233489843,-0.708850418,0.240855591,-0.737308076,-0.008526118,-0.767237609
NA,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3561,1.2903,0.4589,y,ir,yircr,s,-1.032543689,0.020210216,-1.019264787,0.254874749,-0.478358624,0.24691874,-0.778922958,-0.165691283,-0.773511088
NA,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3469,1.2871,0.4474,y,ir,yircr,s,-1.058718725,-0.073432029,-1.083739444,0.252391626,-0.505122345,0.237523923,-0.80430223,-0.261540109,-0.845825809
NA,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3135,1.2279,0.3851,y,ir,yircr,s,-1.159955919,-0.435612162,-1.038469292,0.205305393,-1.012629375,0.230527556,-0.954252238,-0.827849973,-0.80615343800000006
NA,1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.4079,1.2635,0.5169,y,ir,yircr,s,-0.896733233,0.506077584,-1.044285084,0.233885648,-0.70458434,0.239823595,-0.659905847,0.283795614,-0.803851762
NA,1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3409,1.3235,0.4505,y,ir,yircr,s,-1.0761661,-0.135850714,-1.034643837,0.280279743,-0.20453734,0.260888215,-0.797397202,-0.235462181,-0.773746183
NA,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.3227,1.308,0.4215,y,ir,yircr,s,-1.13103218,-0.332136322,-1.145838353,0.268499253,-0.331510363,0.283873527,-0.863935502,-0.486754567,-0.862557924
NA,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.2922,1.3537,0.396,y,ir,yircr,s,-1.23031678,-0.687330971,-1.20788578,0.302841584,0.038639754,0.316112627,-0.926341068,-0.722439034,-0.891447385
NA,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yircr12s,0.283,1.4579,0.4131,y,ir,yircr,s,-1.262308381,-0.801782212,-1.246312581,0.376997044,0.837905596,0.339919314,-0.884065585,-0.562779002,-0.905203326
